Summit Ridge Construction Pty Ltd,,,,,,,
Transaction Detail by Account,,,,,,,
"February 01, 2025 - July 31, 2026",,,,,,,

Transaction date,Transaction type,Num,Name,Customer/Project,Description,Amount,Balance
10/14/2025,Bill,B-10213,PrimeCo Painting,Meridian Medical Centre Fitout,Painting package — Meridian Medical Centre Fitout — Oct 2025,"$6,353.45","$1,001,327.80"
10/15/2025,Bill,B-10227,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Oct 2025,"$10,187.08","$1,011,514.88"
10/19/2025,Bill,B-10207,Climate Mechanical,Westhaven Warehouse Extension,Mechanical services — Westhaven Warehouse Extension — Oct 2025,"$12,668.80","$1,024,183.68"
10/21/2025,Bill,B-10212,Precision Carpentry,Meridian Medical Centre Fitout,Carpentry package — Meridian Medical Centre Fitout — Oct 2025,"$9,530.18","$1,033,713.86"
10/23/2025,Bill,B-10214,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — Oct 2025,"$9,041.45","$1,042,755.31"
10/23/2025,Bill,B-10229,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — Oct 2025,"$16,224.92","$1,058,980.23"
10/28/2025,Bill,B-10208,VoltEdge Electrical,Westhaven Warehouse Extension,Electrical services — Westhaven Warehouse Extension — Oct 2025,"$14,252.40","$1,073,232.63"
10/29/2025,Bill,B-10205,Precision Carpentry,Westhaven Warehouse Extension,Carpentry package — Westhaven Warehouse Extension — Oct 2025,"$9,472.00","$1,082,704.63"
10/29/2025,Bill,B-10215,VoltEdge Electrical,Meridian Medical Centre Fitout,Electrical services — Meridian Medical Centre Fitout — Oct 2025,"$10,629.82","$1,093,334.45"
10/29/2025,Bill,B-10219,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Oct 2025,"$7,950.77","$1,101,285.22"
11/04/2025,Bill,B-10264,Axis Interiors,Murrin Bridge Repair,Partitions and linings — Murrin Bridge Repair — Nov 2025,"$12,590.77","$1,113,875.99"
11/06/2025,Bill,B-10243,PrimeCo Painting,Westhaven Warehouse Extension,Painting package — Westhaven Warehouse Extension — Nov 2025,"$9,324.00","$1,123,199.99"
11/06/2025,Bill,B-10266,Climate Mechanical,Murrin Bridge Repair,Mechanical services — Murrin Bridge Repair — Nov 2025,"$12,590.77","$1,135,790.76"
11/06/2025,Bill,B-10273,Flowline Plumbing,Ironbank Industrial Slab,Hydraulic services — Ironbank Industrial Slab — Nov 2025,"$9,844.00","$1,145,634.76"
11/07/2025,Bill,B-10275,VoltEdge Electrical,Ironbank Industrial Slab,Electrical services — Ironbank Industrial Slab — Nov 2025,"$9,832.50","$1,155,467.26"
11/09/2025,Bill,B-10257,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Nov 2025,"$6,339.69","$1,161,806.95"
11/11/2025,Bill,B-10258,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Nov 2025,"$7,364.92","$1,169,171.87"
11/11/2025,Bill,B-10274,Climate Mechanical,Ironbank Industrial Slab,Mechanical services — Ironbank Industrial Slab — Nov 2025,"$10,672.00","$1,179,843.87"
11/13/2025,Bill,B-10244,Flowline Plumbing,Westhaven Warehouse Extension,Hydraulic services — Westhaven Warehouse Extension — Nov 2025,"$9,353.60","$1,189,197.47"
11/13/2025,Bill,B-10267,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — Nov 2025,"$11,846.77","$1,201,044.24"
11/15/2025,Bill,B-10242,Axis Interiors,Westhaven Warehouse Extension,Partitions and linings — Westhaven Warehouse Extension — Nov 2025,"$14,800.00","$1,215,844.24"
11/15/2025,Bill,B-10245,Climate Mechanical,Westhaven Warehouse Extension,Mechanical services — Westhaven Warehouse Extension — Nov 2025,"$13,379.20","$1,229,223.44"
11/15/2025,Bill,B-10253,VoltEdge Electrical,Meridian Medical Centre Fitout,Electrical services — Meridian Medical Centre Fitout — Nov 2025,"$8,522.18","$1,237,745.62"
11/15/2025,Bill,B-10255,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Nov 2025,"$9,289.85","$1,247,035.47"
11/16/2025,Bill,B-10251,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — Nov 2025,"$8,552.73","$1,255,588.20"
11/16/2025,Bill,B-10265,PrimeCo Painting,Murrin Bridge Repair,Painting package — Murrin Bridge Repair — Nov 2025,"$9,185.54","$1,264,773.74"
11/17/2025,Bill,B-10252,Climate Mechanical,Meridian Medical Centre Fitout,Mechanical services — Meridian Medical Centre Fitout — Nov 2025,"$7,901.09","$1,272,674.83"
11/17/2025,Bill,B-10263,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Nov 2025,"$13,735.38","$1,286,410.21"
11/23/2025,Bill,B-10241,Precision Carpentry,Westhaven Warehouse Extension,Carpentry package — Westhaven Warehouse Extension — Nov 2025,"$14,444.80","$1,300,855.01"
11/23/2025,Bill,B-10256,Axis Interiors,Ashgrove Apartment Refurbishment,Partitions and linings — Ashgrove Apartment Refurbishment — Nov 2025,"$10,356.92","$1,311,211.93"
11/23/2025,Bill,B-10271,Precision Carpentry,Ironbank Industrial Slab,Carpentry package — Ironbank Industrial Slab — Nov 2025,"$10,488.00","$1,321,699.93"
11/23/2025,Bill,B-10272,PrimeCo Painting,Ironbank Industrial Slab,Painting package — Ironbank Industrial Slab — Nov 2025,"$8,625.00","$1,330,324.93"
11/25/2025,Bill,B-10259,VoltEdge Electrical,Ashgrove Apartment Refurbishment,Electrical services — Ashgrove Apartment Refurbishment — Nov 2025,"$9,603.69","$1,339,928.62"
11/27/2025,Bill,B-10246,VoltEdge Electrical,Westhaven Warehouse Extension,Electrical services — Westhaven Warehouse Extension — Nov 2025,"$11,721.60","$1,351,650.22"
11/27/2025,Bill,B-10250,PrimeCo Painting,Meridian Medical Centre Fitout,Painting package — Meridian Medical Centre Fitout — Nov 2025,"$4,642.91","$1,356,293.13"
12/05/2025,Bill,B-10285,Precision Carpentry,Meridian Medical Centre Fitout,Carpentry package — Meridian Medical Centre Fitout — Dec 2025,"$6,760.73","$1,363,053.86"
12/07/2025,Bill,B-10311,Climate Mechanical,Ironbank Industrial Slab,Mechanical services — Ironbank Industrial Slab — Dec 2025,"$11,132.00","$1,374,185.86"
12/08/2025,Bill,B-10309,Axis Interiors,Ironbank Industrial Slab,Partitions and linings — Ironbank Industrial Slab — Dec 2025,"$8,625.00","$1,382,810.86"
12/11/2025,Bill,B-10295,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Dec 2025,"$7,281.23","$1,390,092.09"
12/13/2025,Bill,B-10304,Climate Mechanical,Murrin Bridge Repair,Mechanical services — Murrin Bridge Repair — Dec 2025,"$12,132.92","$1,402,225.01"
12/13/2025,Bill,B-10310,PrimeCo Painting,Ironbank Industrial Slab,Painting package — Ironbank Industrial Slab — Dec 2025,"$8,763.00","$1,410,988.01"
12/15/2025,Bill,B-10296,Flowline Plumbing,Ashgrove Apartment Refurbishment,Hydraulic services — Ashgrove Apartment Refurbishment — Dec 2025,"$10,377.85","$1,421,365.86"
12/16/2025,Bill,B-10287,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — Dec 2025,"$8,715.64","$1,430,081.50"
12/17/2025,Bill,B-10286,PrimeCo Painting,Meridian Medical Centre Fitout,Painting package — Meridian Medical Centre Fitout — Dec 2025,"$4,765.09","$1,434,846.59"
12/17/2025,Bill,B-10305,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — Dec 2025,"$15,066.00","$1,449,912.59"
12/18/2025,Bill,B-10293,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Dec 2025,"$7,950.77","$1,457,863.36"
12/20/2025,Bill,B-10294,Axis Interiors,Ashgrove Apartment Refurbishment,Partitions and linings — Ashgrove Apartment Refurbishment — Dec 2025,"$9,310.77","$1,467,174.13"
12/21/2025,Bill,B-10297,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Dec 2025,"$7,113.85","$1,474,287.98"
12/21/2025,Bill,B-10303,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Dec 2025,"$9,500.31","$1,483,788.29"
12/25/2025,Bill,B-10288,VoltEdge Electrical,Meridian Medical Centre Fitout,Electrical services — Meridian Medical Centre Fitout — Dec 2025,"$8,797.09","$1,492,585.38"
12/25/2025,Bill,B-10312,VoltEdge Electrical,Ironbank Industrial Slab,Electrical services — Ironbank Industrial Slab — Dec 2025,"$9,108.00","$1,501,693.38"
12/26/2025,Bill,B-10308,Precision Carpentry,Ironbank Industrial Slab,Carpentry package — Ironbank Industrial Slab — Dec 2025,"$7,636.00","$1,509,329.38"
01/07/2026,Bill,B-10324,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — Jan 2026,"$7,005.09","$1,516,334.47"
01/07/2026,Bill,B-10340,Climate Mechanical,Murrin Bridge Repair,Mechanical services — Murrin Bridge Repair — Jan 2026,"$9,271.38","$1,525,605.85"
01/08/2026,Bill,B-10337,Axis Interiors,Murrin Bridge Repair,Partitions and linings — Murrin Bridge Repair — Jan 2026,"$10,587.69","$1,536,193.54"
01/08/2026,Bill,B-10345,Precision Carpentry,Ironbank Industrial Slab,Carpentry package — Ironbank Industrial Slab — Jan 2026,"$7,728.00","$1,543,921.54"
01/08/2026,Bill,B-10352,Axis Interiors,Sandstone School Upgrade,Partitions and linings — Sandstone School Upgrade — Jan 2026,"$15,143.33","$1,559,064.87"
01/10/2026,Bill,B-10348,VoltEdge Electrical,Ironbank Industrial Slab,Electrical services — Ironbank Industrial Slab — Jan 2026,"$10,453.50","$1,569,518.37"
01/13/2026,Bill,B-10323,PrimeCo Painting,Meridian Medical Centre Fitout,Painting package — Meridian Medical Centre Fitout — Jan 2026,"$7,758.55","$1,577,276.92"
01/13/2026,Bill,B-10338,PrimeCo Painting,Murrin Bridge Repair,Painting package — Murrin Bridge Repair — Jan 2026,"$7,897.85","$1,585,174.77"
01/14/2026,Bill,B-10330,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Jan 2026,"$4,707.69","$1,589,882.46"
01/15/2026,Bill,B-10322,Axis Interiors,Meridian Medical Centre Fitout,Partitions and linings — Meridian Medical Centre Fitout — Jan 2026,"$14,024.44","$1,603,906.90"
01/15/2026,Bill,B-10329,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Jan 2026,"$9,206.15","$1,613,113.05"
01/15/2026,Bill,B-10353,Flowline Plumbing,Sandstone School Upgrade,Hydraulic services — Sandstone School Upgrade — Jan 2026,"$8,316.00","$1,621,429.05"
01/16/2026,Bill,B-10351,Precision Carpentry,Sandstone School Upgrade,Carpentry package — Sandstone School Upgrade — Jan 2026,"$12,012.00","$1,633,441.05"
01/17/2026,Bill,B-10346,Axis Interiors,Ironbank Industrial Slab,Partitions and linings — Ironbank Industrial Slab — Jan 2026,"$12,190.00","$1,645,631.05"
01/24/2026,Bill,B-10321,Precision Carpentry,Meridian Medical Centre Fitout,Carpentry package — Meridian Medical Centre Fitout — Jan 2026,"$7,493.82","$1,653,124.87"
01/25/2026,Bill,B-10325,Climate Mechanical,Meridian Medical Centre Fitout,Mechanical services — Meridian Medical Centre Fitout — Jan 2026,"$7,412.36","$1,660,537.23"
01/26/2026,Bill,B-10331,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Jan 2026,"$8,034.46","$1,668,571.69"
01/26/2026,Bill,B-10347,Flowline Plumbing,Ironbank Industrial Slab,Hydraulic services — Ironbank Industrial Slab — Jan 2026,"$10,948.00","$1,679,519.69"
01/27/2026,Bill,B-10339,Flowline Plumbing,Murrin Bridge Repair,Hydraulic services — Murrin Bridge Repair — Jan 2026,"$9,843.69","$1,689,363.38"
01/28/2026,Bill,B-10336,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Jan 2026,"$9,271.38","$1,698,634.76"
01/30/2026,Bill,B-10354,VoltEdge Electrical,Sandstone School Upgrade,Electrical services — Sandstone School Upgrade — Jan 2026,"$10,626.00","$1,709,260.76"
02/06/2026,Bill,B-10382,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — Feb 2026,"$11,718.00","$1,720,978.76"
02/08/2026,Bill,B-10391,Climate Mechanical,Ironbank Industrial Slab,Mechanical services — Ironbank Industrial Slab — Feb 2026,"$11,684.00","$1,732,662.76"
02/09/2026,Bill,B-10399,PrimeCo Painting,Sandstone School Upgrade,Painting package — Sandstone School Upgrade — Feb 2026,"$6,006.00","$1,738,668.76"
02/10/2026,Bill,B-10392,VoltEdge Electrical,Ironbank Industrial Slab,Electrical services — Ironbank Industrial Slab — Feb 2026,"$13,041.00","$1,751,709.76"
02/10/2026,Bill,B-10400,Flowline Plumbing,Sandstone School Upgrade,Hydraulic services — Sandstone School Upgrade — Feb 2026,"$10,780.00","$1,762,489.76"
02/11/2026,Bill,B-10374,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Feb 2026,"$10,294.15","$1,772,783.91"
02/11/2026,Bill,B-10388,Precision Carpentry,Ironbank Industrial Slab,Carpentry package — Ironbank Industrial Slab — Feb 2026,"$7,268.00","$1,780,051.91"
02/11/2026,Bill,B-10390,Flowline Plumbing,Ironbank Industrial Slab,Hydraulic services — Ironbank Industrial Slab — Feb 2026,"$9,660.00","$1,789,711.91"
02/12/2026,Bill,B-10381,Climate Mechanical,Murrin Bridge Repair,Mechanical services — Murrin Bridge Repair — Feb 2026,"$10,988.31","$1,800,700.22"
02/13/2026,Bill,B-10379,Axis Interiors,Murrin Bridge Repair,Partitions and linings — Murrin Bridge Repair — Feb 2026,"$13,449.23","$1,814,149.45"
02/14/2026,Bill,B-10366,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — Feb 2026,"$7,005.09","$1,821,154.54"
02/14/2026,Bill,B-10368,VoltEdge Electrical,Meridian Medical Centre Fitout,Electrical services — Meridian Medical Centre Fitout — Feb 2026,"$11,271.27","$1,832,425.81"
02/15/2026,Bill,B-10372,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Feb 2026,"$9,624.62","$1,842,050.43"
02/16/2026,Bill,B-10373,Axis Interiors,Ashgrove Apartment Refurbishment,Partitions and linings — Ashgrove Apartment Refurbishment — Feb 2026,"$12,658.46","$1,854,708.89"
02/16/2026,Bill,B-10398,Precision Carpentry,Sandstone School Upgrade,Carpentry package — Sandstone School Upgrade — Feb 2026,"$9,548.00","$1,864,256.89"
02/18/2026,Bill,B-10375,VoltEdge Electrical,Ashgrove Apartment Refurbishment,Electrical services — Ashgrove Apartment Refurbishment — Feb 2026,"$8,191.38","$1,872,448.27"
02/19/2026,Bill,B-10364,Precision Carpentry,Meridian Medical Centre Fitout,Carpentry package — Meridian Medical Centre Fitout — Feb 2026,"$7,575.27","$1,880,023.54"
02/22/2026,Bill,B-10378,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Feb 2026,"$12,705.23","$1,892,728.77"
02/22/2026,Bill,B-10389,PrimeCo Painting,Ironbank Industrial Slab,Painting package — Ironbank Industrial Slab — Feb 2026,"$7,866.00","$1,900,594.77"
02/24/2026,Bill,B-10365,PrimeCo Painting,Meridian Medical Centre Fitout,Painting package — Meridian Medical Centre Fitout — Feb 2026,"$5,376.00","$1,905,970.77"
02/24/2026,Bill,B-10380,Flowline Plumbing,Murrin Bridge Repair,Hydraulic services — Murrin Bridge Repair — Feb 2026,"$11,789.54","$1,917,760.31"
02/26/2026,Bill,B-10401,Climate Mechanical,Sandstone School Upgrade,Mechanical services — Sandstone School Upgrade — Feb 2026,"$9,240.00","$1,927,000.31"
02/27/2026,Bill,B-10367,Climate Mechanical,Meridian Medical Centre Fitout,Mechanical services — Meridian Medical Centre Fitout — Feb 2026,"$6,027.64","$1,933,027.95"
03/04/2026,Bill,B-10419,PrimeCo Painting,Murrin Bridge Repair,Painting package — Murrin Bridge Repair — Mar 2026,"$8,584.62","$1,941,612.57"
03/05/2026,Bill,B-10435,Climate Mechanical,Sandstone School Upgrade,Mechanical services — Sandstone School Upgrade — Mar 2026,"$12,628.00","$1,954,240.57"
03/06/2026,Bill,B-10420,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — Mar 2026,"$11,846.77","$1,966,087.34"
03/07/2026,Bill,B-10412,VoltEdge Electrical,Ashgrove Apartment Refurbishment,Electrical services — Ashgrove Apartment Refurbishment — Mar 2026,"$8,003.08","$1,974,090.42"
03/08/2026,Bill,B-10411,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Mar 2026,"$8,620.31","$1,982,710.73"
03/14/2026,Bill,B-10426,Axis Interiors,Ironbank Industrial Slab,Partitions and linings — Ironbank Industrial Slab — Mar 2026,"$12,075.00","$1,994,785.73"
03/17/2026,Bill,B-10408,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Mar 2026,"$7,281.23","$2,002,066.96"
03/17/2026,Bill,B-10425,Precision Carpentry,Ironbank Industrial Slab,Carpentry package — Ironbank Industrial Slab — Mar 2026,"$9,200.00","$2,011,266.96"
03/18/2026,Bill,B-10427,PrimeCo Painting,Ironbank Industrial Slab,Painting package — Ironbank Industrial Slab — Mar 2026,"$8,418.00","$2,019,684.96"
03/22/2026,Bill,B-10409,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Mar 2026,"$4,833.23","$2,024,518.19"
03/22/2026,Bill,B-10432,Precision Carpentry,Sandstone School Upgrade,Carpentry package — Sandstone School Upgrade — Mar 2026,"$10,677.33","$2,035,195.52"
03/22/2026,Bill,B-10433,Axis Interiors,Sandstone School Upgrade,Partitions and linings — Sandstone School Upgrade — Mar 2026,"$14,245.00","$2,049,440.52"
03/23/2026,Bill,B-10436,VoltEdge Electrical,Sandstone School Upgrade,Electrical services — Sandstone School Upgrade — Mar 2026,"$14,553.00","$2,063,993.52"
03/24/2026,Bill,B-10417,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Mar 2026,"$10,644.92","$2,074,638.44"
03/27/2026,Bill,B-10418,Axis Interiors,Murrin Bridge Repair,Partitions and linings — Murrin Bridge Repair — Mar 2026,"$10,444.62","$2,085,083.06"
03/29/2026,Bill,B-10410,Flowline Plumbing,Ashgrove Apartment Refurbishment,Hydraulic services — Ashgrove Apartment Refurbishment — Mar 2026,"$6,109.54","$2,091,192.60"
03/30/2026,Bill,B-10434,Flowline Plumbing,Sandstone School Upgrade,Hydraulic services — Sandstone School Upgrade — Mar 2026,"$12,833.33","$2,104,025.93"
04/06/2026,Bill,B-10455,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — Apr 2026,"$15,452.31","$2,119,478.24"
04/08/2026,Bill,B-10461,VoltEdge Electrical,Ironbank Industrial Slab,Electrical services — Ironbank Industrial Slab — Apr 2026,"$9,004.50","$2,128,482.74"
04/11/2026,Bill,B-10469,Climate Mechanical,Sandstone School Upgrade,Mechanical services — Sandstone School Upgrade — Apr 2026,"$10,985.33","$2,139,468.07"
04/13/2026,Bill,B-10454,Flowline Plumbing,Murrin Bridge Repair,Hydraulic services — Murrin Bridge Repair — Apr 2026,"$11,675.08","$2,151,143.15"
04/17/2026,Bill,B-10467,PrimeCo Painting,Sandstone School Upgrade,Painting package — Sandstone School Upgrade — Apr 2026,"$9,702.00","$2,160,845.15"
04/18/2026,Bill,B-10446,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Apr 2026,"$5,209.85","$2,166,055.00"
04/20/2026,Bill,B-10447,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Apr 2026,"$8,034.46","$2,174,089.46"
04/20/2026,Bill,B-10452,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Apr 2026,"$11,331.69","$2,185,421.15"
04/20/2026,Bill,B-10460,Precision Carpentry,Ironbank Industrial Slab,Carpentry package — Ironbank Industrial Slab — Apr 2026,"$9,936.00","$2,195,357.15"
04/20/2026,Bill,B-10468,Flowline Plumbing,Sandstone School Upgrade,Hydraulic services — Sandstone School Upgrade — Apr 2026,"$9,445.33","$2,204,802.48"
04/25/2026,Bill,B-10453,PrimeCo Painting,Murrin Bridge Repair,Painting package — Murrin Bridge Repair — Apr 2026,"$6,953.54","$2,211,756.02"
04/26/2026,Bill,B-10445,Axis Interiors,Ashgrove Apartment Refurbishment,Partitions and linings — Ashgrove Apartment Refurbishment — Apr 2026,"$12,240.00","$2,223,996.02"
04/27/2026,Bill,B-10470,VoltEdge Electrical,Sandstone School Upgrade,Electrical services — Sandstone School Upgrade — Apr 2026,"$9,355.50","$2,233,351.52"
04/29/2026,Bill,B-10444,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Apr 2026,"$10,545.23","$2,243,896.75"
04/29/2026,Bill,B-10448,VoltEdge Electrical,Ashgrove Apartment Refurbishment,Electrical services — Ashgrove Apartment Refurbishment — Apr 2026,"$9,321.23","$2,253,217.98"
04/29/2026,Bill,B-10466,Axis Interiors,Sandstone School Upgrade,Partitions and linings — Sandstone School Upgrade — Apr 2026,"$14,245.00","$2,267,462.98"
05/04/2026,Bill,B-10481,Axis Interiors,Ashgrove Apartment Refurbishment,Partitions and linings — Ashgrove Apartment Refurbishment — May 2026,"$8,264.62","$2,275,727.60"
05/05/2026,Bill,B-10483,Flowline Plumbing,Ashgrove Apartment Refurbishment,Hydraulic services — Ashgrove Apartment Refurbishment — May 2026,"$6,528.00","$2,282,255.60"
05/07/2026,Bill,B-10497,PrimeCo Painting,Ironbank Industrial Slab,Painting package — Ironbank Industrial Slab — May 2026,"$6,279.00","$2,288,534.60"
05/11/2026,Bill,B-10506,VoltEdge Electrical,Sandstone School Upgrade,Electrical services — Sandstone School Upgrade — May 2026,"$8,547.00","$2,297,081.60"
05/12/2026,Bill,B-10492,Axis Interiors,Murrin Bridge Repair,Partitions and linings — Murrin Bridge Repair — May 2026,"$13,163.08","$2,310,244.68"
05/13/2026,Bill,B-10496,Precision Carpentry,Ironbank Industrial Slab,Carpentry package — Ironbank Industrial Slab — May 2026,"$7,636.00","$2,317,880.68"
05/20/2026,Bill,B-10485,VoltEdge Electrical,Ashgrove Apartment Refurbishment,Electrical services — Ashgrove Apartment Refurbishment — May 2026,"$7,814.77","$2,325,695.45"
05/21/2026,Bill,B-10498,Flowline Plumbing,Ironbank Industrial Slab,Hydraulic services — Ironbank Industrial Slab — May 2026,"$9,476.00","$2,335,171.45"
05/23/2026,Bill,B-10484,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — May 2026,"$6,109.54","$2,341,280.99"
05/23/2026,Bill,B-10491,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — May 2026,"$9,385.85","$2,350,666.84"
05/24/2026,Bill,B-10499,Climate Mechanical,Ironbank Industrial Slab,Mechanical services — Ironbank Industrial Slab — May 2026,"$7,452.00","$2,358,118.84"
05/24/2026,Bill,B-10504,Precision Carpentry,Sandstone School Upgrade,Carpentry package — Sandstone School Upgrade — May 2026,"$8,316.00","$2,366,434.84"
05/25/2026,Bill,B-10480,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — May 2026,"$6,946.46","$2,373,381.30"
05/26/2026,Bill,B-10482,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — May 2026,"$7,532.31","$2,380,913.61"
05/27/2026,Bill,B-10505,Axis Interiors,Sandstone School Upgrade,Partitions and linings — Sandstone School Upgrade — May 2026,"$13,603.33","$2,394,516.94"
05/29/2026,Bill,B-10493,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — May 2026,"$11,202.92","$2,405,719.86"
06/08/2026,Bill,B-10517,Flowline Plumbing,Ashgrove Apartment Refurbishment,Hydraulic services — Ashgrove Apartment Refurbishment — Jun 2026,"$10,628.92","$2,416,348.78"
06/10/2026,Bill,B-10529,Axis Interiors,Sandstone School Upgrade,Partitions and linings — Sandstone School Upgrade — Jun 2026,"$12,705.00","$2,429,053.78"
06/10/2026,Bill,B-10530,PrimeCo Painting,Sandstone School Upgrade,Painting package — Sandstone School Upgrade — Jun 2026,"$9,317.00","$2,438,370.78"
06/13/2026,Bill,B-10518,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Jun 2026,"$7,281.23","$2,445,652.01"
06/15/2026,Bill,B-10528,Precision Carpentry,Sandstone School Upgrade,Carpentry package — Sandstone School Upgrade — Jun 2026,"$9,753.33","$2,455,405.34"
06/15/2026,Bill,B-10532,VoltEdge Electrical,Sandstone School Upgrade,Electrical services — Sandstone School Upgrade — Jun 2026,"$8,893.50","$2,464,298.84"
06/16/2026,Bill,B-10516,Axis Interiors,Ashgrove Apartment Refurbishment,Partitions and linings — Ashgrove Apartment Refurbishment — Jun 2026,"$11,507.69","$2,475,806.53"
06/18/2026,Bill,B-10531,Flowline Plumbing,Sandstone School Upgrade,Hydraulic services — Sandstone School Upgrade — Jun 2026,"$12,628.00","$2,488,434.53"
06/20/2026,Bill,B-10525,Climate Mechanical,Murrin Bridge Repair,Mechanical services — Murrin Bridge Repair — Jun 2026,"$10,759.38","$2,499,193.91"
06/21/2026,Bill,B-10524,PrimeCo Painting,Murrin Bridge Repair,Painting package — Murrin Bridge Repair — Jun 2026,"$6,352.62","$2,505,546.53"
06/23/2026,Bill,B-10519,VoltEdge Electrical,Ashgrove Apartment Refurbishment,Electrical services — Ashgrove Apartment Refurbishment — Jun 2026,"$9,227.08","$2,514,773.61"
06/25/2026,Bill,B-10515,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Jun 2026,"$6,862.77","$2,521,636.38"
06/28/2026,Bill,B-10523,Axis Interiors,Murrin Bridge Repair,Partitions and linings — Murrin Bridge Repair — Jun 2026,"$14,450.77","$2,536,087.15"
07/11/2026,Bill,B-10545,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — Jul 2026,"$10,430.31","$2,546,517.46"
07/16/2026,Bill,B-10544,Climate Mechanical,Murrin Bridge Repair,Mechanical services — Murrin Bridge Repair — Jul 2026,"$9,385.85","$2,555,903.31"
07/19/2026,Bill,B-10549,Axis Interiors,Sandstone School Upgrade,Partitions and linings — Sandstone School Upgrade — Jul 2026,"$15,015.00","$2,570,918.31"
07/24/2026,Bill,B-10548,Precision Carpentry,Sandstone School Upgrade,Carpentry package — Sandstone School Upgrade — Jul 2026,"$11,601.33","$2,582,519.64"
07/26/2026,Bill,B-10543,Axis Interiors,Murrin Bridge Repair,Partitions and linings — Murrin Bridge Repair — Jul 2026,"$14,450.77","$2,596,970.41"
